,Context,Reply
1517,"Friend (Varun): Both of you put a nice nap

Meghana: Meeting no😪
Plus he’s biting my fingers😑
My specs is ready🤩
But they called late today😪 so will get tomorrow

Friend (Varun): Sooo cute he is!!
Yaas! It's ok, you have something to look forward to
Damn
Stupid meeting

Meghana: He’s annoying, but thank God, he’s sleepy 🤭
That’s there🤭🤭
I’m joining late today. Will join at 40

Friend (Varun): Say dinner time

","My PM has asked me to sync up with them after these stand ups also😮
Don’t think I can say dinner when they expect that😪
"
1518,"Friend (Varun): Sooo cute he is!!
Yaas! It's ok, you have something to look forward to
Damn
Stupid meeting

Meghana: He’s annoying, but thank God, he’s sleepy 🤭
That’s there🤭🤭
I’m joining late today. Will join at 40

Friend (Varun): Say dinner time

Meghana: My PM has asked me to sync up with them after these stand ups also😮
Don’t think I can say dinner when they expect that😪

Friend (Varun): These US people 😂

","Ikr😂
But it ended fast today🤭🤭
Wow, this was quick 🤩
"
1519,"Friend (Varun): Say dinner time

Meghana: My PM has asked me to sync up with them after these stand ups also😮
Don’t think I can say dinner when they expect that😪

Friend (Varun): These US people 😂

Meghana: Ikr😂
But it ended fast today🤭🤭
Wow, this was quick 🤩

Friend (Varun): Yay!
More work tomorrow?

","Yeah, there is a lot for this week😓
And I don’t even know how to do it😂 I’ve been asked to figure it out first and then implement also.
And the figuring out will take some time
"
1520,"Friend (Varun): These US people 😂

Meghana: Ikr😂
But it ended fast today🤭🤭
Wow, this was quick 🤩

Friend (Varun): Yay!
More work tomorrow?

Meghana: Yeah, there is a lot for this week😓
And I don’t even know how to do it😂 I’ve been asked to figure it out first and then implement also.
And the figuring out will take some time

Friend (Varun): You have call today also?

","Yes yes, that’s going to be there for at least 6 weeks I think. Or maybe 4 weeks, but not less than that for sure
How’s your day going da?
"
1521,"Friend (Varun): Yay!
More work tomorrow?

Meghana: Yeah, there is a lot for this week😓
And I don’t even know how to do it😂 I’ve been asked to figure it out first and then implement also.
And the figuring out will take some time

Friend (Varun): You have call today also?

Meghana: Yes yes, that’s going to be there for at least 6 weeks I think. Or maybe 4 weeks, but not less than that for sure
How’s your day going da?

Friend (Varun): I have a lots of research to do
Don't know where to start

","What research?
New project?
"
1522,"Friend (Varun): You have call today also?

Meghana: Yes yes, that’s going to be there for at least 6 weeks I think. Or maybe 4 weeks, but not less than that for sure
How’s your day going da?

Friend (Varun): I have a lots of research to do
Don't know where to start

Meghana: What research?
New project?

Friend (Varun): There is this requirement that the client has
I need to see if we should implement it in the current version or we should wait 2 months and implement it in the next upgrade

","I’m getting tempted to postpone 🤭
My VSCode just crashed😭
I lost changes I had saved😮
How’s that possible 😮
"
1523,"Friend (Varun): I have a lots of research to do
Don't know where to start

Meghana: What research?
New project?

Friend (Varun): There is this requirement that the client has
I need to see if we should implement it in the current version or we should wait 2 months and implement it in the next upgrade

Meghana: I’m getting tempted to postpone 🤭
My VSCode just crashed😭
I lost changes I had saved😮
How’s that possible 😮

Friend (Varun): Gre?
Oh no

","No da, the client thing😂
"
1524,"Friend (Varun): There is this requirement that the client has
I need to see if we should implement it in the current version or we should wait 2 months and implement it in the next upgrade

Meghana: I’m getting tempted to postpone 🤭
My VSCode just crashed😭
I lost changes I had saved😮
How’s that possible 😮

Friend (Varun): Gre?
Oh no

Meghana: No da, the client thing😂

Friend (Varun): Check the vs recovery
Oh

","How how
"
1525,"Friend (Varun): Gre?
Oh no

Meghana: No da, the client thing😂

Friend (Varun): Check the vs recovery
Oh

Meghana: How how

Friend (Varun): These editors have a recovery no
Like the do some random autosaves
I don't work much with vs
So idk
Google it maybe?

","I got irritated and logged off😂
Will go get my spectacles
I remember the stuff I had done
Yeah, that’s what even I thought. But it didn’t have it either for some reason
"
1526,"Friend (Varun): Check the vs recovery
Oh

Meghana: How how

Friend (Varun): These editors have a recovery no
Like the do some random autosaves
I don't work much with vs
So idk
Google it maybe?

Meghana: I got irritated and logged off😂
Will go get my spectacles
I remember the stuff I had done
Yeah, that’s what even I thought. But it didn’t have it either for some reason

Friend (Varun): Best 😂
Log in for your night call
Oh yay! Far away?

","No no😪was near only😪
"
1527,"Friend (Varun): These editors have a recovery no
Like the do some random autosaves
I don't work much with vs
So idk
Google it maybe?

Meghana: I got irritated and logged off😂
Will go get my spectacles
I remember the stuff I had done
Yeah, that’s what even I thought. But it didn’t have it either for some reason

Friend (Varun): Best 😂
Log in for your night call
Oh yay! Far away?

Meghana: No no😪was near only😪

Friend (Varun): 😂😂😂

","I can’t😪
There is something that I need to finish by then
"
1528,"Friend (Varun): Best 😂
Log in for your night call
Oh yay! Far away?

Meghana: No no😪was near only😪

Friend (Varun): 😂😂😂

Meghana: I can’t😪
There is something that I need to finish by then

Friend (Varun): How are the glasses? 😂

","Oh yeah🤭🤭I’ll send a picture 🤭
Haven’t worn it yet, tried for a second at the shop
"
1529,"Friend (Varun): 😂😂😂

Meghana: I can’t😪
There is something that I need to finish by then

Friend (Varun): How are the glasses? 😂

Meghana: Oh yeah🤭🤭I’ll send a picture 🤭
Haven’t worn it yet, tried for a second at the shop

Friend (Varun): Some scone picture you sent
Which also looks very tasty btw

","😂😂😂😂this was also highlight
It was very tasty😪
They had only one, whenever I go there most of the things in that cafe are sold out
"
1530,"Friend (Varun): How are the glasses? 😂

Meghana: Oh yeah🤭🤭I’ll send a picture 🤭
Haven’t worn it yet, tried for a second at the shop

Friend (Varun): Some scone picture you sent
Which also looks very tasty btw

Meghana: 😂😂😂😂this was also highlight
It was very tasty😪
They had only one, whenever I go there most of the things in that cafe are sold out

Friend (Varun): 🤤
Go off in the morning and wait 😂

","😂😂some day  I’ll go and wait
"
1531,"Friend (Varun): Some scone picture you sent
Which also looks very tasty btw

Meghana: 😂😂😂😂this was also highlight
It was very tasty😪
They had only one, whenever I go there most of the things in that cafe are sold out

Friend (Varun): 🤤
Go off in the morning and wait 😂

Meghana: 😂😂some day  I’ll go and wait

Friend (Varun): I'm feeling very lazy da

","Same😭 do you have a lot to finish today?
"
1532,"Friend (Varun): 🤤
Go off in the morning and wait 😂

Meghana: 😂😂some day  I’ll go and wait

Friend (Varun): I'm feeling very lazy da

Meghana: Same😭 do you have a lot to finish today?

Friend (Varun): I have a 8p call 😅
Ayy it looks nice only!
Simply drama 😂

","No 7For real -.-
"
1533,"Friend (Varun): I'm feeling very lazy da

Meghana: Same😭 do you have a lot to finish today?

Friend (Varun): I have a 8p call 😅
Ayy it looks nice only!
Simply drama 😂

Meghana: No 7For real -.-

Friend (Varun): Finished that
Now client wants a walk through of some workflow we created

","Oh😮 these things n all they’ll randomly ask?
"
1534,"Friend (Varun): I have a 8p call 😅
Ayy it looks nice only!
Simply drama 😂

Meghana: No 7For real -.-

Friend (Varun): Finished that
Now client wants a walk through of some workflow we created

Meghana: Oh😮 these things n all they’ll randomly ask?

Friend (Varun): Ya ya
They won't figure out anything on their own

","Hadn’t you guys given demos before?
I have my meeting in one hour and I haven’t finished yet😭
"
1535,"Friend (Varun): Finished that
Now client wants a walk through of some workflow we created

Meghana: Oh😮 these things n all they’ll randomly ask?

Friend (Varun): Ya ya
They won't figure out anything on their own

Meghana: Hadn’t you guys given demos before?
I have my meeting in one hour and I haven’t finished yet😭

Friend (Varun): They keep asking da
They'll forget off

","😂😂😂
My calls just ended
Yayy
"
1536,"Friend (Varun): Ya ya
They won't figure out anything on their own

Meghana: Hadn’t you guys given demos before?
I have my meeting in one hour and I haven’t finished yet😭

Friend (Varun): They keep asking da
They'll forget off

Meghana: 😂😂😂
My calls just ended
Yayy

Friend (Varun): Maad!

","I feel like not working tomorrow 😂
"
1537,"Friend (Varun): They keep asking da
They'll forget off

Meghana: 😂😂😂
My calls just ended
Yayy

Friend (Varun): Maad!

Meghana: I feel like not working tomorrow 😂

Friend (Varun): I have a team lunch tomorrow
1230 to 130
We can order for and chill

","Oh wow😭😭full bonding n all😭
For whatever amount 🤩
"
1538,"Friend (Varun): Maad!

Meghana: I feel like not working tomorrow 😂

Friend (Varun): I have a team lunch tomorrow
1230 to 130
We can order for and chill

Meghana: Oh wow😭😭full bonding n all😭
For whatever amount 🤩

Friend (Varun): 1.5k
I also got 1 spot award some 5k
I'll get tomorrow along with salary

","🤩🤩
How are you planning on celebrating it🤭
That’s quick 🤩
Oh wow, that’s a decent amount 😮
What will you get?
I’m getting excited da😂
"
1539,"Friend (Varun): I have a team lunch tomorrow
1230 to 130
We can order for and chill

Meghana: Oh wow😭😭full bonding n all😭
For whatever amount 🤩

Friend (Varun): 1.5k
I also got 1 spot award some 5k
I'll get tomorrow along with salary

Meghana: 🤩🤩
How are you planning on celebrating it🤭
That’s quick 🤩
Oh wow, that’s a decent amount 😮
What will you get?
I’m getting excited da😂

Friend (Varun): I'm thinking little italy

","Me tempted😭
"
1540,"Friend (Varun): 1.5k
I also got 1 spot award some 5k
I'll get tomorrow along with salary

Meghana: 🤩🤩
How are you planning on celebrating it🤭
That’s quick 🤩
Oh wow, that’s a decent amount 😮
What will you get?
I’m getting excited da😂

Friend (Varun): I'm thinking little italy

Meghana: Me tempted😭

Friend (Varun): I'll send pics 🤗

","Yes😪😪😪will make do with them for now
"
1541,"Friend (Varun): I'm thinking little italy

Meghana: Me tempted😭

Friend (Varun): I'll send pics 🤗

Meghana: Yes😪😪😪will make do with them for now

Friend (Varun): You had scone no🙈

","That was one tiny thing😭
"
1542,"Friend (Varun): I'll send pics 🤗

Meghana: Yes😪😪😪will make do with them for now

Friend (Varun): You had scone no🙈

Meghana: That was one tiny thing😭

Friend (Varun): I'll send one dish at a time 😂

","😭😭😭
Looks so tempting 😭😭
What else what else😭
You are cruel😭but I want these pics😪
Send send
"
1543,"Friend (Varun): You had scone no🙈

Meghana: That was one tiny thing😭

Friend (Varun): I'll send one dish at a time 😂

Meghana: 😭😭😭
Looks so tempting 😭😭
What else what else😭
You are cruel😭but I want these pics😪
Send send

Friend (Varun): I'll send 🙈

","How did the lunch thing go today?
"
1544,"Friend (Varun): I'll send one dish at a time 😂

Meghana: 😭😭😭
Looks so tempting 😭😭
What else what else😭
You are cruel😭but I want these pics😪
Send send

Friend (Varun): I'll send 🙈

Meghana: How did the lunch thing go today?

Friend (Varun): Damn good
We didn't actually eat on the call
But we just chatted
Then I ate in peace after
Sneaked a nap also
How was your day?

","I thought you hadn’t replied only😮
Oh shit, everything must have gotten cold no😮
Day was good. Was very productive the first half, then gone😂
Today is my sister’s birthday. Turning 18 n all😂 so uncle and aunt are coming over at night. Small house party
How’s your Saturday?
Cricket today?
"
1545,"Friend (Varun): I'll send 🙈

Meghana: How did the lunch thing go today?

Friend (Varun): Damn good
We didn't actually eat on the call
But we just chatted
Then I ate in peace after
Sneaked a nap also
How was your day?

Meghana: I thought you hadn’t replied only😮
Oh shit, everything must have gotten cold no😮
Day was good. Was very productive the first half, then gone😂
Today is my sister’s birthday. Turning 18 n all😂 so uncle and aunt are coming over at night. Small house party
How’s your Saturday?
Cricket today?

Friend (Varun): Microwave 😂
Woah big day. Wish her from my side
Nooe
Nope*
I'm going to meet vidhant 🙈

","I did I did, she says thank you🤭❤️
🤩🤩
You staying there?
Send pics of the cutie🙈
"
1546,"Friend (Varun): Damn good
We didn't actually eat on the call
But we just chatted
Then I ate in peace after
Sneaked a nap also
How was your day?

Meghana: I thought you hadn’t replied only😮
Oh shit, everything must have gotten cold no😮
Day was good. Was very productive the first half, then gone😂
Today is my sister’s birthday. Turning 18 n all😂 so uncle and aunt are coming over at night. Small house party
How’s your Saturday?
Cricket today?

Friend (Varun): Microwave 😂
Woah big day. Wish her from my side
Nooe
Nope*
I'm going to meet vidhant 🙈

Meghana: I did I did, she says thank you🤭❤️
🤩🤩
You staying there?
Send pics of the cutie🙈

Friend (Varun): Not staying and all
Just a visit 🙈

","You went yesterday or going today?
"
1547,"Friend (Varun): Microwave 😂
Woah big day. Wish her from my side
Nooe
Nope*
I'm going to meet vidhant 🙈

Meghana: I did I did, she says thank you🤭❤️
🤩🤩
You staying there?
Send pics of the cutie🙈

Friend (Varun): Not staying and all
Just a visit 🙈

Meghana: You went yesterday or going today?

Friend (Varun): Went went
I went and came back

","Aye, how was it🤩
👀
No match this weekend?
"
1548,"Friend (Varun): Not staying and all
Just a visit 🙈

Meghana: You went yesterday or going today?

Friend (Varun): Went went
I went and came back

Meghana: Aye, how was it🤩
👀
No match this weekend?

Friend (Varun): I'm in grandmoms house now
For lunch
What's up with you?
What fun activities did you do yesterday?

","Aye, grand mom’s place for food is nice🤭
I usually always bloat when I go to Kerala
So yesterday we decided to give Abhi a shot for her 18th but
*birthday
So cousin, Abhi and I went out, got cake. Cakes actually. Because dad’s star birthday was also yesterday
Then went to cousin’s friend’s place and had vodka shots
At home later there was a lot to eat😵😵
And wine and breezers
Everything was fun🤭
I feel very heavy today but😂
"
1549,"Friend (Varun): Went went
I went and came back

Meghana: Aye, how was it🤩
👀
No match this weekend?

Friend (Varun): I'm in grandmoms house now
For lunch
What's up with you?
What fun activities did you do yesterday?

Meghana: Aye, grand mom’s place for food is nice🤭
I usually always bloat when I go to Kerala
So yesterday we decided to give Abhi a shot for her 18th but
*birthday
So cousin, Abhi and I went out, got cake. Cakes actually. Because dad’s star birthday was also yesterday
Then went to cousin’s friend’s place and had vodka shots
At home later there was a lot to eat😵😵
And wine and breezers
Everything was fun🤭
I feel very heavy today but😂

Friend (Varun): I went to a friend's house saw the race and came 🙈
Human
Where is you?

","Hey hey da, had gone out for dinner tonight, with a Cisco friend from Mysore. Did a lot of socialising🤭 came home some time ago
How was your Sunday?
I have a holiday tomorrow 🤭
"
1550,"Friend (Varun): I'm in grandmoms house now
For lunch
What's up with you?
What fun activities did you do yesterday?

Meghana: Aye, grand mom’s place for food is nice🤭
I usually always bloat when I go to Kerala
So yesterday we decided to give Abhi a shot for her 18th but
*birthday
So cousin, Abhi and I went out, got cake. Cakes actually. Because dad’s star birthday was also yesterday
Then went to cousin’s friend’s place and had vodka shots
At home later there was a lot to eat😵😵
And wine and breezers
Everything was fun🤭
I feel very heavy today but😂

Friend (Varun): I went to a friend's house saw the race and came 🙈
Human
Where is you?

Meghana: Hey hey da, had gone out for dinner tonight, with a Cisco friend from Mysore. Did a lot of socialising🤭 came home some time ago
How was your Sunday?
I have a holiday tomorrow 🤭

Friend (Varun): Hi hi
Sorry I slept off early yesterday
Why do you have off? 🥲
You took off from what's app also? 😂😂

","Big mix up😭
The leave had been postponed to August 20th
"
1551,"Friend (Varun): I went to a friend's house saw the race and came 🙈
Human
Where is you?

Meghana: Hey hey da, had gone out for dinner tonight, with a Cisco friend from Mysore. Did a lot of socialising🤭 came home some time ago
How was your Sunday?
I have a holiday tomorrow 🤭

Friend (Varun): Hi hi
Sorry I slept off early yesterday
Why do you have off? 🥲
You took off from what's app also? 😂😂

Meghana: Big mix up😭
The leave had been postponed to August 20th

Friend (Varun): What happened?

","But I didn’t know this😪
"
1552,"Friend (Varun): Hi hi
Sorry I slept off early yesterday
Why do you have off? 🥲
You took off from what's app also? 😂😂

Meghana: Big mix up😭
The leave had been postponed to August 20th

Friend (Varun): What happened?

Meghana: But I didn’t know this😪

Friend (Varun): Oh no!

","And I was taking a mock in the morning, at 2 I realised I had to work😂
"
1553,"Friend (Varun): What happened?

Meghana: But I didn’t know this😪

Friend (Varun): Oh no!

Meghana: And I was taking a mock in the morning, at 2 I realised I had to work😂

Friend (Varun): Didn't check your mail?

","I did, but don’t know where this particular one got lost😮
Day for Me thing
"
1554,"Friend (Varun): Oh no!

Meghana: And I was taking a mock in the morning, at 2 I realised I had to work😂

Friend (Varun): Didn't check your mail?

Meghana: I did, but don’t know where this particular one got lost😮
Day for Me thing

Friend (Varun): Ayyo it's ok

","Aye, this is good🤩
How come?
😂😂
Looks like it😮
But I open Instagram more often now. I’ll ping you there
How is Monday?
"
1555,"Friend (Varun): Didn't check your mail?

Meghana: I did, but don’t know where this particular one got lost😮
Day for Me thing

Friend (Varun): Ayyo it's ok

Meghana: Aye, this is good🤩
How come?
😂😂
Looks like it😮
But I open Instagram more often now. I’ll ping you there
How is Monday?

Friend (Varun): Cause Saturday night I slept late and woke up early on Sunday
Went to my friends house in the morning. He is in the us and his mom had bought a new laptop.. she needed help setting that up

","Aye, that’s really nice of you
Fun Saturday🤩
"
1556,"Friend (Varun): Ayyo it's ok

Meghana: Aye, this is good🤩
How come?
😂😂
Looks like it😮
But I open Instagram more often now. I’ll ping you there
How is Monday?

Friend (Varun): Cause Saturday night I slept late and woke up early on Sunday
Went to my friends house in the morning. He is in the us and his mom had bought a new laptop.. she needed help setting that up

Meghana: Aye, that’s really nice of you
Fun Saturday🤩

Friend (Varun): I'm a nice boy 🙈

","😂😂that you are
Agree 💯
Done with work?
"
1557,"Friend (Varun): Cause Saturday night I slept late and woke up early on Sunday
Went to my friends house in the morning. He is in the us and his mom had bought a new laptop.. she needed help setting that up

Meghana: Aye, that’s really nice of you
Fun Saturday🤩

Friend (Varun): I'm a nice boy 🙈

Meghana: 😂😂that you are
Agree 💯
Done with work?

Friend (Varun): Ya ya
Going to eat dinner now 😌
Hii!
What's up?

","Hey hey hey
Just got done with one call
But PM asked to sync up😑
He said 5 minutes, so waiting now
"
1558,"Friend (Varun): I'm a nice boy 🙈

Meghana: 😂😂that you are
Agree 💯
Done with work?

Friend (Varun): Ya ya
Going to eat dinner now 😌
Hii!
What's up?

Meghana: Hey hey hey
Just got done with one call
But PM asked to sync up😑
He said 5 minutes, so waiting now

Friend (Varun): Ayyo Tell me bed time 😂

","Done with the call ✅
Tell him?
What are you up to?
"
1559,"Friend (Varun): Ya ya
Going to eat dinner now 😌
Hii!
What's up?

Meghana: Hey hey hey
Just got done with one call
But PM asked to sync up😑
He said 5 minutes, so waiting now

Friend (Varun): Ayyo Tell me bed time 😂

Meghana: Done with the call ✅
Tell him?
What are you up to?

Friend (Varun): Ya ya him😂
I'm playing one game
Then I'll see if I can sleep early

","Uff, so many changes n all😮
Some new person I feel I’m talking to😮
"
1560,"Friend (Varun): Ayyo Tell me bed time 😂

Meghana: Done with the call ✅
Tell him?
What are you up to?

Friend (Varun): Ya ya him😂
I'm playing one game
Then I'll see if I can sleep early

Meghana: Uff, so many changes n all😮
Some new person I feel I’m talking to😮

Friend (Varun): Nothing
You see how miserably I'll fail at trying to sleep 😂

","Quite confident I am😂
"
1561,"Friend (Varun): Ya ya him😂
I'm playing one game
Then I'll see if I can sleep early

Meghana: Uff, so many changes n all😮
Some new person I feel I’m talking to😮

Friend (Varun): Nothing
You see how miserably I'll fail at trying to sleep 😂

Meghana: Quite confident I am😂

Friend (Varun): 😂😂
Check if you have work tomorrow properly😂
You'll assume holiday and all
You can understand Hindi no?
Like in movie and all?

","First things first, I want to know when you slept 😂
😂😂😂😂😂 no no, today there is work and I’ll log in very early to make up for yesterday,  will be one ideal employee today 🤭
Yes yes, my Hindi is actually pretty good only I think 🤔 movies n all I can understand well. I haven’t spoken Hindi in a while, so don’t know about speaking, but I do understand
"
1562,"Friend (Varun): Nothing
You see how miserably I'll fail at trying to sleep 😂

Meghana: Quite confident I am😂

Friend (Varun): 😂😂
Check if you have work tomorrow properly😂
You'll assume holiday and all
You can understand Hindi no?
Like in movie and all?

Meghana: First things first, I want to know when you slept 😂
😂😂😂😂😂 no no, today there is work and I’ll log in very early to make up for yesterday,  will be one ideal employee today 🤭
Yes yes, my Hindi is actually pretty good only I think 🤔 movies n all I can understand well. I haven’t spoken Hindi in a while, so don’t know about speaking, but I do understand

Friend (Varun): Good question
Somewhere between 2 and 3
Watch this thing on Netflix called fells like ishq
Feels*
One funny story coming your way today
I'll tell after my calls

","Woah😂😂what did you do
Aye, I had watched this. 2 episodes I did. The Mahabaleshwar one, which was the first episode?😮
I watched the job hunting thing and the Sikh boy one
Yes🤭🤭🤭
"
1563,"Friend (Varun): 😂😂
Check if you have work tomorrow properly😂
You'll assume holiday and all
You can understand Hindi no?
Like in movie and all?

Meghana: First things first, I want to know when you slept 😂
😂😂😂😂😂 no no, today there is work and I’ll log in very early to make up for yesterday,  will be one ideal employee today 🤭
Yes yes, my Hindi is actually pretty good only I think 🤔 movies n all I can understand well. I haven’t spoken Hindi in a while, so don’t know about speaking, but I do understand

Friend (Varun): Good question
Somewhere between 2 and 3
Watch this thing on Netflix called fells like ishq
Feels*
One funny story coming your way today
I'll tell after my calls

Meghana: Woah😂😂what did you do
Aye, I had watched this. 2 episodes I did. The Mahabaleshwar one, which was the first episode?😮
I watched the job hunting thing and the Sikh boy one
Yes🤭🤭🤭

Friend (Varun): Such a feel good series this is
Dont judge. I was watching Pokemon

","Yes🤩beautiful those are. But I haven’t finished yet. Some more episodes left
😂😂😂😂you preferred Pokemon over sleep at that time?
"
1564,"Friend (Varun): Good question
Somewhere between 2 and 3
Watch this thing on Netflix called fells like ishq
Feels*
One funny story coming your way today
I'll tell after my calls

Meghana: Woah😂😂what did you do
Aye, I had watched this. 2 episodes I did. The Mahabaleshwar one, which was the first episode?😮
I watched the job hunting thing and the Sikh boy one
Yes🤭🤭🤭

Friend (Varun): Such a feel good series this is
Dont judge. I was watching Pokemon

Meghana: Yes🤩beautiful those are. But I haven’t finished yet. Some more episodes left
😂😂😂😂you preferred Pokemon over sleep at that time?

Friend (Varun): Every single episode is beautiful
Ola!
Ayy busy bee!

","Hey hey
Ola
Me on the way to Bangalore 🤭
"
1565,"Friend (Varun): Such a feel good series this is
Dont judge. I was watching Pokemon

Meghana: Yes🤩beautiful those are. But I haven’t finished yet. Some more episodes left
😂😂😂😂you preferred Pokemon over sleep at that time?

Friend (Varun): Every single episode is beautiful
Ola!
Ayy busy bee!

Meghana: Hey hey
Ola
Me on the way to Bangalore 🤭

Friend (Varun): Omg yay!!
For how long will you be here?
Welcome to Bangalore!!
Hello? Anyone home?

","Hey hey hey
Just got home after GRE
Aye, thanks🤭
Feel so relieved now that it’s done
"
1566,"Friend (Varun): Every single episode is beautiful
Ola!
Ayy busy bee!

Meghana: Hey hey
Ola
Me on the way to Bangalore 🤭

Friend (Varun): Omg yay!!
For how long will you be here?
Welcome to Bangalore!!
Hello? Anyone home?

Meghana: Hey hey hey
Just got home after GRE
Aye, thanks🤭
Feel so relieved now that it’s done

Friend (Varun): Ayyy!! I thought it was Saturday

","I think till Sunday. Will stay properly when I come for TOEFL but
"
1567,"Friend (Varun): Omg yay!!
For how long will you be here?
Welcome to Bangalore!!
Hello? Anyone home?

Meghana: Hey hey hey
Just got home after GRE
Aye, thanks🤭
Feel so relieved now that it’s done

Friend (Varun): Ayyy!! I thought it was Saturday

Meghana: I think till Sunday. Will stay properly when I come for TOEFL but

Friend (Varun): It ok, all the best for everything! 🙈

","Oh no no, so they don’t have it on weekends I think🤔
😂😂😂Thenks
"
1568,"Friend (Varun): Ayyy!! I thought it was Saturday

Meghana: I think till Sunday. Will stay properly when I come for TOEFL but

Friend (Varun): It ok, all the best for everything! 🙈

Meghana: Oh no no, so they don’t have it on weekends I think🤔
😂😂😂Thenks

Friend (Varun): Incase I forget anything in the future
How was it?

","😂😂😂😂😂
Not bad I guess. Got 329
"
1569,"Friend (Varun): It ok, all the best for everything! 🙈

Meghana: Oh no no, so they don’t have it on weekends I think🤔
😂😂😂Thenks

Friend (Varun): Incase I forget anything in the future
How was it?

Meghana: 😂😂😂😂😂
Not bad I guess. Got 329

Friend (Varun): Woah! Crazy 🙈

","🤭🤭the relief is amazing
"
1570,"Friend (Varun): Incase I forget anything in the future
How was it?

Meghana: 😂😂😂😂😂
Not bad I guess. Got 329

Friend (Varun): Woah! Crazy 🙈

Meghana: 🤭🤭the relief is amazing

Friend (Varun): That's a lot

","I feel like chilling n all, but corona 😭
"
1571,"Friend (Varun): Woah! Crazy 🙈

Meghana: 🤭🤭the relief is amazing

Friend (Varun): That's a lot

Meghana: I feel like chilling n all, but corona 😭

Friend (Varun): It's out of 340 no?

","Yes yes
Out of 340
"
1572,"Friend (Varun): That's a lot

Meghana: I feel like chilling n all, but corona 😭

Friend (Varun): It's out of 340 no?

Meghana: Yes yes
Out of 340

Friend (Varun): That's maad!

","🤭🤭
"
1573,"Friend (Varun): It's out of 340 no?

Meghana: Yes yes
Out of 340

Friend (Varun): That's maad!

Meghana: 🤭🤭

Friend (Varun): Smarty pants

","Aye no no, don’t know how I got🙈
*😂
"
1574,"Friend (Varun): That's maad!

Meghana: 🤭🤭

Friend (Varun): Smarty pants

Meghana: Aye no no, don’t know how I got🙈
*😂

Friend (Varun): That's what all the smart people say 😂

","I was also shocked. Then I actually wrote down and added the scores like small kids do
To double check
Does not apply to me😂😂
"
1575,"Friend (Varun): Smarty pants

Meghana: Aye no no, don’t know how I got🙈
*😂

Friend (Varun): That's what all the smart people say 😂

Meghana: I was also shocked. Then I actually wrote down and added the scores like small kids do
To double check
Does not apply to me😂😂

Friend (Varun): But thats damn good!
Now you can go to any college you like

","Aye no no, should draft SOP n all no😪lot of work coming
"
1576,"Friend (Varun): That's what all the smart people say 😂

Meghana: I was also shocked. Then I actually wrote down and added the scores like small kids do
To double check
Does not apply to me😂😂

Friend (Varun): But thats damn good!
Now you can go to any college you like

Meghana: Aye no no, should draft SOP n all no😪lot of work coming

Friend (Varun): But first step done, and you aced it
I'm going to Coimbatore tomorrow
I'll be back Sunday

","Aye wow, how come suddenly?
"
1577,"Friend (Varun): But thats damn good!
Now you can go to any college you like

Meghana: Aye no no, should draft SOP n all no😪lot of work coming

Friend (Varun): But first step done, and you aced it
I'm going to Coimbatore tomorrow
I'll be back Sunday

Meghana: Aye wow, how come suddenly?

Friend (Varun): To pick grandmother up and come back

","But you had lunch from her place a few days back right?😮
"
1578,"Friend (Varun): But first step done, and you aced it
I'm going to Coimbatore tomorrow
I'll be back Sunday

Meghana: Aye wow, how come suddenly?

Friend (Varun): To pick grandmother up and come back

Meghana: But you had lunch from her place a few days back right?😮

Friend (Varun): Oh.. wait
Lunch was in mom's mom
This is dad's mom
Morning! 🤗

","Oh like that. Not I understand 🤭
Good morning 🌞
"
1579,"Friend (Varun): To pick grandmother up and come back

Meghana: But you had lunch from her place a few days back right?😮

Friend (Varun): Oh.. wait
Lunch was in mom's mom
This is dad's mom
Morning! 🤗

Meghana: Oh like that. Not I understand 🤭
Good morning 🌞

Friend (Varun): All English has ended with gre I see

","How’s your Saturday?
😂😂😂😂😂
Typo da
Now😂
Now now now
"
1580,"Friend (Varun): Oh.. wait
Lunch was in mom's mom
This is dad's mom
Morning! 🤗

Meghana: Oh like that. Not I understand 🤭
Good morning 🌞

Friend (Varun): All English has ended with gre I see

Meghana: How’s your Saturday?
😂😂😂😂😂
Typo da
Now😂
Now now now

Friend (Varun): Just kidding🙈

","😂😂oh yuck, I’m imagining what all typos I make and I don’t realise
.
"
1581,"Friend (Varun): All English has ended with gre I see

Meghana: How’s your Saturday?
😂😂😂😂😂
Typo da
Now😂
Now now now

Friend (Varun): Just kidding🙈

Meghana: 😂😂oh yuck, I’m imagining what all typos I make and I don’t realise
.

Friend (Varun): I'm like 4ish hrs away from Coimbatore

","At what time did you guys leave?
"
1582,"Friend (Varun): Just kidding🙈

Meghana: 😂😂oh yuck, I’m imagining what all typos I make and I don’t realise
.

Friend (Varun): I'm like 4ish hrs away from Coimbatore

Meghana: At what time did you guys leave?

Friend (Varun): I drove till breakfast dad is driving now
7

","Oh, that’s early😮
Returning on?
"
1583,"Friend (Varun): I'm like 4ish hrs away from Coimbatore

Meghana: At what time did you guys leave?

Friend (Varun): I drove till breakfast dad is driving now
7

Meghana: Oh, that’s early😮
Returning on?

Friend (Varun): Tomorrow only
Just to pick grandmom that's all

","Coimbatore is only 6-7 hours away?
"
